sentence,nsubj,root,split
"Demek ki poliste iyi davranılmış , "" Allah bilir ya polisler buna bir de çay kahve ikram etmiştir "" diye düşündü .",['polisler'],['davranılmış'],train
"Bak , bu da bir telefon ...",['bu'],['Bak'],train
Yay burçlar kuşağının dokuzuncu burcudur burcu dur .,['Yay'],['burcu'],train
""" Marguerite Duras'nın Somut Yaşam adlı ad lı kitabında yazdıklarını okursan okur san , bana olan duygularını daha iyi değerlendirebilirsin ! "" İspanyol faşizminin yenilmesi olasılığı ufukta belirdiği zaman , yani zaferin sonunda milyonların yaşamına bir anlam kazandırmak somutlaştığı zaman , bu bir "" umut "" doğurur .","['olasılığı', 'umut']",['doğurur'],train
"Çünkü aklı başında adam fahişeye para yedirmez , evlenerek olayı beleşe getirir .",['adam'],['yedirmez'],train
"Filistin'i destekleyen FP Genel Başkanı Recai Kutan'ın İsrail Dışişleri Bakanı Şimon Peres ile kadeh kaldırması , partisinde tartışma yarattı .",['Recai'],['yarattı'],train
Işık benim için yeşile döndüğünde ben artık beşinci taksi olmuştum olmuş tum .,['Işık'],['olmuş'],train
"Bizim oralarda insanlar , doğayı gözleyerek mevsimlerin nasıl geçeceği hakkında tahminde bulunurlar .","['insanlar', 'mevsimlerin']",['tahminde'],train
"Perdelerini ekim ayında açacak Devlet Tiyatroları , 1999 - 2000 yılı sezonu ile 50 .",['Tiyatroları'],['50'],train
"Bu yeni doğmanın ülkemizde de taraftarları , hatta uluslararası üyeleri var ..",['taraftarları'],['var'],train
"Kadınlar ötekilerle ilişkilerinde sözü temsil ederler : Çocuklarına ninni söyler , nasihat ederler .",['Kadınlar'],['ederler'],train
"AB Komisyonu'nun genişlemeden sorumlu üyesi Günter Verheugen , "" Türkiye'deki Türkiye'de ki reformların kâğıt üzerinde hoş gözüktüğünü , ancak uygulamaya bakıldığında fotoğrafın çok karışık olduğunu "" söyledi .","['Günter', 'reformların', 'fotoğrafın']",['söyledi'],train
Okulsa Okul sa büyük bir okulmuş .,['Okul'],['okulmuş'],train
"Yorgun toprağı eğilip dinleyen birisi , tarih kavramının yok olduğunu , günümüzde bile tüm zamanların birbirine karıştığını anlayabilir .","['birisi', 'kavramının', 'zamanların']",['anlayabilir'],train
0.5 çay fincanı kabukları soyulmuş badem,['kabukları'],['badem'],train
Bu ihtiyaç Atatürk'ten önce Tanzimat ve Meşrutiyet dönemlerinde de bazı yazarlar ve düşünürler tarafından öne sürülmüştü sürülmüş tü .,['ihtiyaç'],['öne'],train
"İngiliz uzmanlara göre cinsel ilişkiye giren çiftlerin salgıladığı hormonlar , rahatlama sağlıyor ve kan basıncı düşüyor .","['çiftlerin', 'hormonlar', 'basıncı']",['sağlıyor'],train
Ama senin kadar beni de tanır canlılar .,['canlılar'],['tanır'],train
"İnsanlar da daha farklı değildir "" diyor .",['İnsanlar'],['diyor'],train
Arkadaşlarının tümü ilköğretim öğrencisiydi öğrencisi ydi .,['tümü'],['öğrencisi'],train
"BIRAKMAZ DEDİKLERİM ÇOKTAN TERKETTİ , GİTMEZ SANDIKLARIM MEÇHUL .","['DEDİKLERİM', 'MEÇHUL']",['BIRAKMAZ'],train
"İletişim stratejisi , SEV bünyesinde bulunan kuruluşların farklı yanlarını vurgulayarak bilinirliğini artırmak ve bu kuruluşlar aracılığıyla SEV'i tanıtmak olan çalışmanın , SEV bünyesindeki bünyesinde ki kuruluşların başarılarının SEV ile paylaşılmasını ve bugüne kadar daha arka planda bulunan SEV'in koordinasyonu altında yeni başarılara imza atılmaya devam edeceğini algılatmak için kullanılacaktır .","['stratejisi', 'çalışmanın']",['kullanılacaktır'],train
"İşte o sabah daha güneş doğmadan , annem :",['güneş'],['doğmadan'],train
"Böylece bu tiyatronun , günümüze kadar ayakta kalmasını sağlamışlardır .",['tiyatronun'],['sağlamışlardır'],train
Aysel'in durumu farklı .,['durumu'],['farklı'],train
"NBA patronlarıyla Oyuncular Birliği arasındaki arasında ki parasal krizin çözülmesinin ardından bu kez de şampiyon Chicago Bulls'un dağılmasıyla ikinci bir darbe yiyen dev lig , "" havasını kaybetmiş "" bir biçimde start alacak .","['krizin', 'Chicago']",['start'],train
"Yazılım devi Microsoft , 2007'nin son üç ayında 4 .7 milyar dolarlık kâr rakamına ulaştı .",['Microsoft'],['ulaştı'],train
"Ne belli saat ve günlerde ayin vardı var dı , ne de belli formüllerin uygulandığı dualar .",['ayin'],['var'],train
Liderin son görevi teşekkür etmektir .,['görevi'],['teşekkür'],train
"Bu odaların giderleri , sıra ile ya o köyde oturan varlıklı aileler tarafından ya da köy sandığından karşılanır .",['giderleri'],['karşılanır'],train
Nerde kalmıştım kalmış tım O'na her bakışımda içimden fırtınalar kopuyor .,['fırtınalar'],['kopuyor'],train
"Okulda en iyi üçgen kravatı okul müdürümüz Mustafa Bey bağlardı bağlar dı , ben de sene başında gider tüm kravatlarımı ona bağlatır , çözmeden sene boyunca takardım takar dım .","['Mustafa', 'ben']",['bağlar'],train
"Bence en büyük kötülüklerimiz , küçük yaşımızda belirmeye başlar ve asıl eğitimimiz bizi emzirip büyütenlerin elindedir .","['kötülüklerimiz', 'eğitimimiz']",['başlar'],train
"Şunu herkes bilsin ki , bu hasta adam artık iyileşmiştir .","['herkes', 'adam']",['iyileşmiştir'],train
"Kingfisher Strateji ve İş Geliştirme Direktörü Ian Cheshire de , Türkiye'nin yeni bin yılda en önemli yapı market pazarlarından birisi olacağını bildirdi bildir di .","['Ian', ""Türkiye'nin""]",['bildir'],train
"Tanıştırma faslı bitti ."" - Sanki ben istemiştim istemiş tim ? -","['faslı', 'ben']",['bitti'],train
"Beş paramız yok , lakin kral sofrası hazırlamışız .","['Beş', 'sofrası']",['yok'],train
İnsanoğlu aşkı çok büyütüyor bence .,['İnsanoğlu'],['büyütüyor'],train
Sabah kahvaltısında çorba içmeye alışmış kimseler bunu kabul etmeyeceklerdir .,['kimseler'],['kabul'],train
Arkadaşlarıyla bazı konuları konuşmak için evinde akşam yemeklerinden sonra sohbetler düzenlerdi düzenler di .,['sohbetler'],['düzenler'],train
"Bir zamanlar köy düğünlerini davulu ile zurnası ile coşturan cirit oyunları , Anadolu'nun kükrek sesi , yiğitlik , mertlik heyecanı , geleneksel seyirliğidir .",['oyunları'],['sesi'],train
Onu da siz oluşturursunuz .,['siz'],['oluşturursunuz'],train
Geçiş dönemi için kimsenin bir mastır planı yok .,['planı'],['yok'],train
İddianamede onlar da var .,['onlar'],['var'],train
"Belki onayladı , kabullendi ; ama kendisi yapamadı .",['kendisi'],['onayladı'],train
Emirler verilmesine ve haddini bildirmelere gücenir .,['Emirler'],['gücenir'],train
"Bu yüzden bahsedecek , anlatacak , hatıralarımdan silinmeyen bir anım yok .",['anım'],['yok'],train
"Yusuf , eliyle gökyüzünü gösterip "" Bak , bak , bakın ! "" diyebildi .",['Yusuf'],['diyebildi'],train
"Futbol gibi karmaşık bir oyuna taraftar gözüyle baktığınızda görmezden gelmeyi , hesap dışı bırakmayı en çok arzu edeceğiniz şey bu karmaşıklıktır .",['şey'],['karmaşıklıktır'],train
"- Osmanlı atları , Vistül'den su içmedikçe Lehistan rahat yüzü görmez .","['atları', 'Lehistan']",['görmez'],train
"Çünkü İkinci Dünya Savaşı'nın şartları , böylesine serseri güçlerin bütün insanlığa musallat olduğu bir süreci içermişti içermiş ti ve savaşın olumsuz etkileri baskısını eksiltmeden sürdürüyordu sürdürüyor du .","['şartları', 'etkileri']",['Çünkü'],train
Aramız iyiydi iyi ydi .,['Aramız'],['iyi'],train
"Avrupa Birliği , insan hakları konusunda çok hassas .",['Birliği'],['hassas'],train
"Ankara'da savaş boyunca hiç inşaat yapılmamış , "" hava parası "" uygulaması alıp yürümüştü .","['inşaat', 'uygulaması']",['yapılmamış'],train
"Kâtib Çelebi , 39 yaşında yazdığı ve coğrafi yapıtların en önemlisi olan Cihannüma ile Osmanlı Coğrafyacılığı'nda yeni bir çığır açmıştır",['Kâtib'],['çığır'],train
"Bisalman Şişli , Osmanbey , Taksim diye semtleri saymaya başladı .",['Bisalman'],['başladı'],train
Kuşlar şarkı söyleyecek yine .,['Kuşlar'],['şarkı'],train
Bilişim Market'in de bulunduğu salonda telekomünikasyon hizmetleri ön plana çıkacak .,"['Bilişim', 'hizmetleri']",['ön'],train
Seyit Babaya zaman buldukça takılırdı takılır dı Bölük Astsubay'ı Murat .,['Murat'],['takılır'],train
Bunun önemi yanığın genişliğini hesaplayıp tedaviyi planlayabilmektir .,['önemi'],['planlayabilmektir'],train
7 . Bir vajina çok fazla küçük olabilir mi ?,['vajina'],['olabilir'],train
"Kişi başına düşen kitap sayılarımız ; Sıradanlığın ötesinde bir yan bulmalı okur , diyorsunuz sanırım .",['okur'],['diyorsunuz'],train
"İkinci çağ , büyük Maya efsanesi Popol - Vuh'da da belirtildiği gibi Rüzgâr tanrısı ve Quetzalcoatl'ın insanları maymuna dönüştürmesi ve sonsuz bir uğultuyla herşeyi tarumar etmesiyle tamamlanır .",['efsanesi'],['tamamlanır'],train
"Şu kasıklarına saçma dolduktan sonra , yüreğinin sevgisiyle gömülen gencin , kaçırdığı kıza ve doktora ne oldu ?","['saçma', 'gencin']",['oldu'],train
""" Türk Sinemasında Sansür "" Festival süresince Kızılırmak Sineması'ndaki Sineması'nda ki standda satışa sunulacak .",['Sansür'],['sunulacak'],train
"Kurdelayı eşi Aysel Öymen ile birlikte kesen CHP lideri , kalıcı konutların önümüzdeki önümüzde ki kışa kadar yetiştirilmesini diledi .","['lideri', 'konutların']",['diledi'],train
"Her gidiş gelişte bir kelime , bir kelam kapsaydın kapsa ydın memleket maruf , sende arif olurdun olur dun .",['memleket'],['olur'],train
"Televizyona çıkıp sizi çok seviyorum diyorlar ya ! Siz dediğin seyircinin içinde katil , hırsız , dolandırıcı , ahlâk dışı , pis politikacı da var .",['katil'],['diyorlar'],train
"Onun sayesinde kardeşimi , doğup büyüdüğüm toprakları bir kez daha görme şansım olacak . """,['şansım'],['olacak'],train
"ABD , Ortadoğu'nun bilinen tek nükleer gücü İsrail'i hedef alan talebe karşı çıktı .",['ABD'],['karşı'],train
Voltaire’ın müthiş bir lafı var .,['lafı'],['var'],train
"Küçücük , kot pantolonlu bir kız geldi .",['kız'],['geldi'],train
Bize lazım olan kamyon parasını çoğumuz borç almıştık almış tık .,['çoğumuz'],['borç'],train
"Birkaç yıl sonra adı , Türk Hava Kurumu oldu .",['adı'],['oldu'],train
Beyaz renklileri de vardır var dır .,['renklileri'],['var'],train
- Şimdi ben sana çok zor bir bilmece soracağım .,['ben'],['soracağım'],train
"Düzenli olarak yiyecek , giyecek dağıtımı yapıldı .",['dağıtımı'],['yapıldı'],train
"Osmanlı döneminde elçiliklerin ve ilişkili oldukları kurumların bölgede yerleşmesi ile "" diplomasi merkezi "" niteliği taşıyan Beyoğlu'nda yerleşik halkın yabancılardan oluşması , bölgedeki yaşam tarzından ulaşım sistemine , konut tarzından eğlence kültürüne , ticaret yapısından yasal uygulamalara kadar çok geniş bir yelpazede mekâna yansımış ve Beyoğlu ülkemizde modernleşme çalışmalarının ilk sergilendiği bölge olmuştur .","['elçiliklerin', 'halkın', 'oluşması', 'Beyoğlu', 'çalışmalarının']",['yansımış'],train
"Omuz ve boyun için köprücük kemik iç kısmına baş parmak içeride , diğer parmaklar dışarıda kalacak şekilde basılır .","['parmak', 'parmaklar']",['basılır'],train
İlerleme Raporu taslağının Türkiye'nin aleyhine olduğu haberi şok etkisi yarattı .,"['taslağının', 'haberi']",['yarattı'],train
"Kaplama tahtaları teknenin dış yüzeyini örten ve kabuğunu oluşturarak yüzmesini sağlayan , çeşitli yöntemlerle birleştirilen parçalardır .",['tahtaları'],['parçalardır'],train
"Saatler geçmek bilmese de , ağrıları hafiflemese de , nöbetleri kesilmese de sabır içinde şükrediyorlardı şükrediyorlar dı Yüce Yaratıcılarına .","['Saatler', 'ağrıları', 'nöbetleri']",['şükrediyorlar'],train
"Nevşehir'i , Kaymaklı Yeraltı Şehrini ve Ortahisar'ı gezmede Nevşehir'den gelmiş olan Sami Bey rehberlik etti .",['Sami'],['rehberlik'],train
"Beni tanımayan feministler saldırıyor hemen , canıma okuyorlar adeta .",['feministler'],['saldırıyor'],train
"O anlattı , ben dinledim .","['O', 'ben']",['anlattı'],train
"Başkent Abidjan civarında çöplüklere dökülen atıklardan yayılan zehirli gazlardan ölenlerin sayısı 6'ya yükselirken yükselir ken , zehirlenenlerin sayısı 9 bine yaklaştı .","['sayısı', 'sayısı']",['yaklaştı'],train
"Annemle babam , arkadaşlarına göre nisbeten iyi maaş almalarına karşın ( dört kişilik de olsa altı üstü bir öğretmen maaşı işte ) , bütün kazandıklarını yerlerdi yerler di .","['Annemle', 'maaşı']",['yerler'],train
"Etkinlik sonrasında yapılan başka çalışmalar da , sağlam bir zeminde bir taşın üstüne başka bir taşın konulması gibi , birbirinin devamı ve tamamlayıcısı nitelikte olacak ; adım adım sağlıklı bir ilerleme kaydedilecektir .","['çalışmalar', 'taşın', 'ilerleme']",['olacak'],train
"Ilık , karanlık ve kirli yerlerde mikroplar hızla çoğalır .",['mikroplar'],['çoğalır'],train
"Rahatlıkla yürünebilecek genişlikte yapılmış tünellerin duvarlarında eskiden kazılmış devrim günlerini çağrıştıran duvar resimlerinin yanı sıra Mao , Marks , Lenin ve Stalin'in fotoğrafları da asılı .",['fotoğrafları'],['asılı'],train
Ancak termolüminesans tarihlendirmeye göre de 37.000 yıllık bir yaş elde edilmiş .,['yaş'],['elde'],train
"yıl arifesinde , tüketiciler arasında ilk akla gelen markanın Çiko olmadığı , daha yeni şekerlerin tercih edildiğini gösterir .","['markanın', 'şekerlerin']",['gösterir'],train
"Bu tarz konserve yapımı , bilmeyenler için çok uç bir yöntem gibi gelebilir ve sıhhi yönden şüpheler oluşturabilir .",['yapımı'],['gelebilir'],train
"Bakan Rumsfeld , Türkiye'ye verdiği destekten dolayı teşekkür edip operasyonla ilgili Amerikan ordusunun beklentilerini iletecek .",['Rumsfeld'],['iletecek'],train
""" Türkiye meseleleri tartışmıyor ki , sabrımız tartışmaya müsait değil , birbirimizi anlamıyoruz , anlamak için gayret sarf etmiyoruz .","['Türkiye', 'sabrımız']",['tartışmıyor'],train
Zemin nasıldı nasıl dı ? İçeride kaç kamp vardı var dı ?,"['Zemin', 'kamp']",['nasıl'],train
"İlk hasta , o gün şehirde maç olduğu için bir futbolcu oldu ...","['hasta', 'maç']",['oldu'],train
O gün akşam karanlığına dek otuz sözcük öğrenmişti öğrenmiş ti Helen .,['Helen'],['öğrenmiş'],train
"Karşıdan gelen yeşil paltolu , cebinde Hürriyet Gazetesi olan biri ona "" Aksaray'a buradan mı gideceğim "" diye soracaktı sor acaktı .",['biri'],['sor'],train
"Yerine Barış Mançu'nun '7'den 77'ye ' adlı programı konulsun ...""",['programı'],['konulsun'],train
Bu sana çok güzel gelir .,['Bu'],['gelir'],train
"Kadının hayali minnacık bir evdi ,",['hayali'],['evdi'],train
"Hiç kimse , ibadetlere ve dinsel törenlere katılmaya zorlanamaz .",['kimse'],['zorlanamaz'],train
Bu anlaşmanın klasik anlamda bir hukuk vesikası olmadığına işaret etmek isterim .,['anlaşmanın'],['isterim'],train
"Güya Kızılhaç , kan bağışı çerçevesinde bir liseye gitmiş .",['Kızılhaç'],['gitmiş'],train
"Şah - ı Cihan ile Ercümend Banû'nun oğlu Alemgir Şah , babasını , annesinin yanına gömmüştü gömmüş tü .",['Alemgir'],['gömmüş'],train
"Tüm ve bütün dünyaların ve dünyalarının kendisini onayladığı ve güvendikleri ve görev verdikleri , resmen beyan olunmuştur .","['dünyaların', 'beyan']",['olunmuştur'],train
"Kazazede tekneyi terk edip suyla temas ettiğinde ısı , sıcaklığı yüksek olandan , sıcaklığı düşük olana doğru , yani vücuttan suya kendiliğinden geçer .","['Kazazede', 'ısı', 'sıcaklığı', 'sıcaklığı']",['geçer'],train
"Kendinizin ne kadar mühim , kıymetli olduğunuzu düşünerek ona göre çalışınız .",['Kendinizin'],['çalışınız'],train
"Anadolu halkı , Yunus'a öyle derin bir saygı ve sevgi duymuştur ki en az on iki köy ve kasaba onun mezarına sahip çıkmaktadır .","['halkı', 'köy']",['sahip'],train
"Tıpkı Mantegna'nın mı Holbein'ın mı olduğunu şimdi kestiremediğim İsa tablosunun her seferinde içimde yarattığı gergin duygu , bunu daha yoğun ve yaralayıcı biçimde , 26 Eylül 1999 sabahı Gata gusûlhanesinde yaşamıştım yaşamış tım .","[""Mantegna'nın""]",['duygu'],train
Taş atılmış bir serçe sürüsüne benziyordu benziyor du .,['Taş'],['benziyor'],train
Bizim isteğimiz cumhuriyettir .,['isteğimiz'],['cumhuriyettir'],train
"Dünya , özellikle de deyimin anayurdu anayur du Amerika , tabandan tavana çıkanların yolculuk hikayeleriyle dolu .",['Dünya'],['dolu'],train
İkisi de tabutlar içinde dönebildiler Sivas'tan .,['İkisi'],['dönebildiler'],train
Samimiyet kurulmuş olan bir gardiyana ( gizli olarak ) erotik bir dergi aldırılabilir .,['dergi'],['aldırılabilir'],train
